tag,text
positive,ok cristal we gonna tweet talk again when its not so latejust follow sweetietweethug 4 ya
positive,i love music i like almost everything
positive,im a bit happier now found a bit of motivation in physics i know i wont do well for the paper but at least ive started revising
positive,my mom rocks
positive,very lonely here in gosforth gallery but excited for meal at six followed by antony and the johnsons tonight woohoo
positive,awesome milkshakes i had areo mint we just blended it up it was like a lumpy smoothie so then we did some more chattering and
positive,haha well have fun at school im gonna be sittin at home with my italian restaurant by my side
positive,needs a yummy breakfast after her shift
positive,oh such faithyouquot;ll seei tell youyoooouuuuuquot;llll sssssseeeeeeee
positive,happy mothers day to all the beautful mums
positive,ah helping my friend move and will defo be having a well deserved pint after it thats for sure
positive,likes heavenly blushhhh
positive,thanks i know
positive,arre seriously they shud take his sperm nd clone him into 23 yr old single guys
positive,up and at work im ina good mood
positive,excellent the suzaku 7 are back together woop last episode hope its a happy one im a sucker for these really lol shh
positive,in paris till friday
positive,shweeeeet
positive,yes lol thats good one remeber that bottoms are always the top
positive,look at my background thats how i want my future date to be like (well if i ever get him)
positive,whaaaaaaaaaat thas hot b super nice
positive,that pic of donnie is the one siouxsinner took last night at the launch word has it hes got a solo album comin out too
positive,there was like no1 there n tha dj comp was hella wack no gud djs but got in free so its all gud
positive,quot;i love knowledge i love thinkin fressshman fressshmanquot; pellericious math song
positive,i want it to be summer now why is it sprinkling still
positive,bed time night yall
positive,everythings fine now
positive,happy mothers day to all of the wonderful women out there have a great and relaxful day
positive,finally done with my project now its 3:12 am haha goodnights lt;3
positive,yeah i know things would be so much easier that way im bored the boys are playing tekenen (i cant spell it)
positive,one of the fake quot;youquot;s followed me haha i so wish it would be you instead
positive,loving the jumper
positive,alright so playing cards in the rain wasnt the smartest idea and now i might be sick but it was fun
positive,good morning thank you for my hot cup of tea
positive,just watched the movie the holiday i had forgotten what a feel good movie it was lovely evening
positive,will you be posting a pic of you h suit pretty please
positive,fun to read thanks you brits make things interesting funny they whittled 33 saints days to four
positive,is at the salon with my mom happy mothers day mom
positive,i love cobra starship thanks for the suggestion
positive,just about to say goodbye to and two of the best interns that elevate have ever had
positive,did you find me a spot on your team wink wink
positive,you happy that frankies back from france xx
positive,still waiting to have a beer with moldovan at least hes happy i came
positive,likes the smell of the roast in the oven mmmmmm must have dips and sakatas to tide me over till the roast is cooked
positive,why thank you u out tonight
positive,steve makes fruit smoothies for me each day amp; they are berry delicious i made mine today amp; it was berry berry bad
positive,hey i need a car too ill dm you my address
positive,somehow i cant reply to your message lol and yes i know thank youuu
positive,lmfao omgosh when i first heard that song with youi felt like i was gonna pee myself omgosh the waltzer man lol xoxo
positive,bgt was just amazing tonight and threee amazing acts got sent home
positive,my hubbys a vet so we get that animals are like children all the best hope ur biz is going well
positive,such a dissapointment hhaha
positive,i just got a twitter account
positive,stressed as hell ( but still surviving
positive,all the money in the world could never make me as happy as being a stayathome mom with my son
positive,hey sherri dont give up b/c theyre married; they may have a brother or a friend
positive,think yourself lucky i also broke all my fingers at school when a window sash broke with my fingers like pancakes on the sill
positive,i can smack your head for you
positive,its a hott tuuneee
positive,1 surprise party today 2 parties tomorrow funfunfun but need to finish bug project o_o
